https://www.nbcnews.com/storyline/paris-terror-attacks/members-eagles-death-metal-band-played-bataclan-attend-paris-attacks-n683216,200
https://www.nbcnews.com/news/north-korea/amp/russian-delegation-arrives-north-korea-tillerson-softens-u-s-stance-n829216,200
https://www.nbcnews.com/video/this-is-the-worst-flu-season-in-nearly-a-decade-cdc-says-1147394115567,200
https://www.nbcnews.com/storyline/airplane-mode/airplane-traveler-files-lawsuit-after-14-hour-flight-between-obese-n756241,200
https://www.nbcnews.com/news/amp/ncna819646,200
https://www.nbcnews.com/news/amp/ncna833951,200
https://www.nbcnews.com/news/amp/ncna759491,200
https://www.nbcnews.com/storyline/legal-pot/amp/washington-states-first-legal-marijuana-shops-set-open-amid-chaos-n147626,200
https://www.nbcnews.com/widget/video-embed/1041319491560,200
https://www.nbcnews.com/storyline/zika-virus-outbreak/zika-funding-delay-congress-puts-americans-risk-obama-says-n638611,200
https://www.nbcnews.com/watch/long-story-short/isis-using-social-media-and-violence-to-recruit-432161347692,301
https://www.nbcnews.com/storyline/sexual-misconduct/diane-keaton-defends-woody-allen-i-continue-believe-him-n842516,200
https://www.nbcnews.com/mach/tech/ai-fix-distracted-driving-menace-ncna800356,200
https://www.nbcnews.com/storyline/zika-virus-outbreak/cdc-sounds-alarm-travel-asia-zika-spreads-there-n657416,200
https://www.nbcnews.com/news/world/amp/guess-who-came-dinner-flynn-putin-n742696,200
https://www.nbcnews.com/nightly-news/video/after-an-intense-12-years-mueller-prepares-to-leave-fbi-44233283771,200
https://www.nbcnews.com/storyline/western-wildfires/amp/death-toll-rises-34-northern-california-wildfires-n810631,200
https://www.nbcnews.com/widget/video-embed/1078712899519,200
https://www.nbcnews.com/storyline/sexual-misconduct/amp/what-ny-ag-must-do-prove-pervasive-sexual-harassment-weinstein-n847176,200
https://www.nbcnews.com/meet-the-press/video/mtp-at-70-from-martha-rountree-to-chuck-todd-1089463363711,200
https://www.nbcnews.com/politics/congress/united-airlines-apologizes-passenger-who-says-rep-sheila-jackson-lee-n832546,200
https://www.nbcnews.com/nightly-news/kate-snow-what-its-interview-ghost-boy-n296091,200
https://www.nbcnews.com/storyline/sexual-misconduct/amp/nfl-network-suspends-hall-famer-marshall-faulk-two-others-over-n828621,200
https://www.nbcnews.com/news/us-news/virginia-man-arrested-isis-investigation-fbi-says-n833656,200
https://www.nbcnews.com/better/amp/ncna826351,200
https://www.nbcnews.com/widget/video-embed/1059804739544,200
https://www.nbcnews.com/storyline/robert-durst/amp/robert-durst-heads-court-push-freedom-n328496,200
https://www.nbcnews.com/nightly-news/video/this-police-offers-brings-superheroes-to-life-for-sick-children-1134203459601,200
https://www.nbcnews.com/widget/video-embed/798026307954,404
https://www.nbcnews.com/watch/nbcnews-com/why-is-mars-red-322160195854,301
https://www.nbcnews.com/storyline/airplane-mode/united-airlines-leggings-incident-shows-changing-nature-air-travel-n738926,200
https://www.nbcnews.com/news/world/russian-lawyer-who-met-trump-jr-i-didn-t-have-n781631,200
https://www.nbcnews.com/storyline/sexual-misconduct/amp/widow-claims-kentucky-lawmaker-accused-molesting-teen-was-lynch-mob-n830091,200
https://www.nbcnews.com/storyline/robert-durst/robert-durst-wants-grill-former-da-jeanine-pirro-n334596,200
https://www.nbcnews.com/widget/video-embed/1129258563846,200
https://www.nbcnews.com/widget/video-embed/820790851620,200
https://www.nbcnews.com/business/real-estate/amp/silicon-valley-teardown-just-sold-2-6-million-n754916,200
https://www.nbcnews.com/storyline/missing-nigeria-schoolgirls/will-nigerias-girls-ever-be-saved-whats-next-desperate-hunt-n107616,200
https://www.nbcnews.com/storyline/hurricane-harvey/amp/mosquitoes-medicine-mold-texas-battles-post-harvey-health-issues-n799951,200
https://www.nbcnews.com/politics/white-house/trump-not-happy-price-after-private-jet-controversy-n805231,200
https://www.nbcnews.com/storyline/meet-the-press-70-years/mtp-70-witnessing-fall-soviet-union-n819411,200
https://www.nbcnews.com/better/diet-fitness/run-your-life-5-minutes-day-may-be-all-you-n166871,200
https://www.nbcnews.com/storyline/hurricane-irma/once-lifetime-tidal-event-why-hurricane-irma-drained-shorelines-n800306,200
https://www.nbcnews.com/widget/video-embed/1089902659564,200
https://www.nbcnews.com/widget/video-embed/802334787828,200
https://www.nbcnews.com/video/trump-nominates-jerome-powell-for-federal-reserve-chair-1087253571548,200
https://www.nbcnews.com/mach/amp/ncna810721,200
https://www.nbcnews.com/politics/congress/amp/house-committee-memo-n844891,200
https://www.nbcnews.com/health/health-news/highly-processed-foods-may-raise-cancer-risk-study-finds-n848186,200
https://www.nbcnews.com/watch/meet-the-press/sebelius-no-regrets-on-health-care-225214019679,301
https://www.nbcnews.com/feature/college-game-plan/how-college-friends-stay-friendly-after-founding-companies-together-n789131,200
https://www.nbcnews.com/storyline/isis-terror/amp/australia-christmas-terror-plot-foiled-police-say-n699381,200
